"","edid","year","variable","party","value"
"955","90","2014","MAURO","ONTARIO LIBERAL PARTY","15176"
"956","90","2014","NORTHEY","THE GREEN PARTY OF ONTARIO","964"
"957","90","2014","TALARICO","ONTARIO LIBERTARIAN PARTY","547"
"958","90","2014","WILSON","NEW DEMOCRATIC PARTY OF ONTARIO","3779"
"959","90","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","109"
"960","90","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","56"
"961","90","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","66"
"962","90","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","28878"
"963","90","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","58908"
"964","91","2014","FOULDS","NEW DEMOCRATIC PARTY OF ONTARIO","8169"
"965","91","2014","GRAVELLE","ONTARIO LIBERAL PARTY","15519"
"966","91","2014","JOHNSON","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","922"
"967","91","2014","LEBLANC","ONTARIO LIBERAL PARTY","997"
"968","91","2014","PARKS","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","1991"
"969","91","2014","SLOAN","NORTHERN ONTARIO HERITAGE      ","127"
"970","91","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","118"
"971","91","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","50"
"972","91","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","52"
"973","91","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","27945"
"974","91","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","55436"
"975","92","2014","CHITARONI","NORTHERN ONTARIO HERITAGE      ","615"
"976","92","2014","FRASER","ONTARIO LIBERAL PARTY","489"
"977","92","2014","GOYER","ONTARIO LIBERAL PARTY","6134"
"978","92","2014","POLITIS","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","4527"
"979","92","2014","VANTHOF","NEW DEMOCRATIC PARTY OF ONTARIO","14661"
"980","92","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","108"
"981","92","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","40"
"982","92","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","68"
"983","92","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","26642"
"984","92","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","52572"
"985","93","2014","BISSON","NEW DEMOCRATIC PARTY OF ONTARIO","11756"
"986","93","2014","BLACK","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","5226"
"987","93","2014","FONTAINE","ONTARIO LIBERAL PARTY","5527"
"988","93","2014","HRYCYNA","THE GREEN PARTY OF ONTARIO","403"
"989","93","2014","SADIQ","ONTARIO PROVINCIAL CONFEDERATION OF REGIONS PARTY","60"
"990","93","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","123"
"991","93","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","49"
"992","93","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","64"
"993","93","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","23208"
"994","93","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","51398"
"995","94","2014","ABELL","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","9498"
"996","94","2014","ALEKSEYCHUK","PARTY FOR PEOPLE WITH SPECIAL NEEDS","200"
"997","94","2014","DAYE","THE GREEN PARTY OF ONTARIO","2265"
"998","94","2014","FALARDEAU","ONTARIO LIBERTARIAN PARTY","551"
"999","94","2014","GARVIE","COMMUNIST                      ","163"
"1000","94","2014","GOODWIN","FREEDOM                        ","137"
"1001","94","2014","MURRAY","ONTARIO LIBERAL PARTY","29935"
"1002","94","2014","NURSE","THE PEOPLES POLITICAL PARTY","76"
"1003","94","2014","ROTENBERG","VEGAN ENVIRONMENTAL PARTY","152"
"1004","94","2014","SELLAR","NEW DEMOCRATIC PARTY OF ONTARIO","8140"
"1005","94","2014","YAZDANFAR","CANADIANS' CHOICE PARTY","78"
"1006","94","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","197"
"1007","94","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","115"
"1008","94","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","234"
"1009","94","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","51741"
"1010","94","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","101741"
"1011","95","2014","ARMSTRONG","THE GREEN PARTY OF ONTARIO","501"
"1012","95","2014","AZAROGHLI","THE PEOPLES POLITICAL PARTY","79"
"1013","95","2014","LUISI","VEGAN ENVIRONMENTAL PARTY","149"
"1014","95","2014","NEWMAN","ONTARIO LIBERAL PARTY","15983"
"1015","95","2014","PARLETTE","FREEDOM                        ","121"
"1016","95","2014","POWER","THE GREEN PARTY OF ONTARIO","2351"
"1017","95","2014","RICHARDSON","CANADIANS' CHOICE PARTY","167"
"1018","95","2014","ROWLEY","COMMUNIST                      ","172"
"1019","95","2014","SOLOMON","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","4304"
"1020","95","2014","TABUNS","NEW DEMOCRATIC PARTY OF ONTARIO","19190"
"1021","95","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","181"
"1022","95","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","118"
"1023","95","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","254"
"1024","95","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","43570"
"1025","95","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","78787"
"1026","96","2014","DONG","ONTARIO LIBERAL PARTY","26613"
"1027","96","2014","ECHEVARRIA","ONTARIO LIBERTARIAN PARTY","734"
"1028","96","2014","FIGUEIRAS","VEGAN ENVIRONMENTAL PARTY","307"
"1029","96","2014","GRANT","THE GREEN PARTY OF ONTARIO","4033"
"1030","96","2014","KING","NEW DEMOCRATIC PARTY OF ONTARIO","270"
"1031","96","2014","MARCHESE","NEW DEMOCRATIC PARTY OF ONTARIO","17442"
"1032","96","2014","SCOTT","THE GREEN PARTY OF ONTARIO","8035"
"1033","96","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","295"
"1034","96","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","124"
"1035","96","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","259"
"1036","96","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","58112"
"1037","96","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","117804"
"1038","97","2014","COLETTA","NEW DEMOCRATIC PARTY OF ONTARIO","6942"
"1039","97","2014","DEL.DUCA","DEL.DUCA","33877"
"1040","97","2014","FABRIZIO","ONTARIO LIBERTARIAN PARTY","1121"
"1041","97","2014","MEFFE","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","16979"
"1042","97","2014","PANKHURST","THE GREEN PARTY OF ONTARIO","1350"
"1043","97","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","400"
"1044","97","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","139"
"1045","97","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","151"
"1046","97","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","60959"
"1047","97","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","136426"
"1048","98","2014","CAMPION","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","12933"
"1049","98","2014","CRIDLAND","THE GREEN PARTY OF ONTARIO","1874"
"1050","98","2014","FORSTER","NEW DEMOCRATIC PARTY OF ONTARIO","21326"
"1051","98","2014","MERCIER","ONTARIO LIBERAL PARTY","9060"
"1052","98","2014","MURIK","ONTARIO LIBERTARIAN PARTY","460"
"1053","98","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","301"
"1054","98","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","125"
"1055","98","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","348"
"1056","98","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","46427"
"1057","98","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","87263"
"1058","99","2014","ARNOTT","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","22450"
"1059","99","2014","CARLUCCI","NEW DEMOCRATIC PARTY OF ONTARIO","6804"
"1060","99","2014","COUSINEAU","ONTARIO LIBERTARIAN PARTY","1043"
"1061","99","2014","RODGERS","THE GREEN PARTY OF ONTARIO","3550"
"1062","99","2014","SPROULE","FREEDOM                        ","198"
"1063","99","2014","ZISTER","ONTARIO LIBERAL PARTY","14120"
"1064","99","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","232"
"1065","99","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","140"
"1066","99","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","595"
"1067","99","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","49132"
"1068","99","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","88349"
"1069","100","2014","ELLIOTT","ONTARIO LIBERTARIAN PARTY","24027"
"1070","100","2014","KELLY","NEW DEMOCRATIC PARTY OF ONTARIO","13621"
"1071","100","2014","KRISHNAN","ONTARIO LIBERAL PARTY","18617"
"1072","100","2014","LEADBETTER","THE GREEN PARTY OF ONTARIO","2523"
"1073","100","2014","THOM","FREEDOM                        ","322"
"1074","100","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","241"
"1075","100","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","139"
"1076","100","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","512"
"1077","100","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","60002"
"1078","100","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","110398"
"1079","101","2014","BROWN","THE GREEN PARTY OF ONTARIO","4693"
"1080","101","2014","CECI","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","15468"
"1081","101","2014","PUN","THE GREEN PARTY OF ONTARIO","1758"
"1082","101","2014","ZIMMER","ONTARIO LIBERAL PARTY","24300"
"1083","101","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","169"
"1084","101","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","171"
"1085","101","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","194"
"1086","101","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","46753"
"1087","101","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","99726"
"1088","102","2014","DUPUIS","ONTARIO LIBERAL PARTY","5599"
"1089","102","2014","HATFIELD","NEW DEMOCRATIC PARTY OF ONTARIO","22818"
"1090","102","2014","MARSHALL","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","682"
"1091","102","2014","WRIGHT.ADAM","WRIGHT.ADAM","2118"
"1092","102","2014","WRIGHT.BRANDON","WRIGHT.BRANDON","5493"
"1093","102","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","152"
"1094","102","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","140"
"1095","102","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","254"
"1096","102","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","37256"
"1097","102","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","87108"
"1098","103","2014","CHARIF","INDEPENDENT","891"
"1099","103","2014","DUROCHER","THE GREEN PARTY OF ONTARIO","1171"
"1100","103","2014","GRETZKY","FREEDOM                        ","15043"
"1101","103","2014","LAU","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","5225"
"1102","103","2014","PIRUZZA","ONTARIO LIBERAL PARTY","14001"
"1103","103","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","208"
"1104","103","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","122"
"1105","103","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","188"
"1106","103","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","36849"
"1107","103","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","86285"
"1108","104","2014","BORENSTEIN","THE GREEN PARTY OF ONTARIO","1163"
"1109","104","2014","CHERNIAK","FREEDOM                        ","493"
"1110","104","2014","FAGAN","NEW DEMOCRATIC PARTY OF ONTARIO","5645"
"1111","104","2014","KWINTER","ONTARIO LIBERAL PARTY","16935"
"1112","104","2014","YUFEST","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","11125"
"1113","104","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","246"
"1114","104","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","108"
"1115","104","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","142"
"1116","104","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","35857"
"1117","104","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","76714"
"1118","105","2014","BOWMAN","NEW DEMOCRATIC PARTY OF ONTARIO","8420"
"1119","105","2014","CARRUTHERS","ONTARIO LIBERAL PARTY","16276"
"1120","105","2014","ELGIE","THE GREEN PARTY OF ONTARIO","2946"
"1121","105","2014","MUNRO","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","19025"
"1122","105","2014","WALLACE","THE GREEN PARTY OF ONTARIO","419"
"1123","105","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","218"
"1124","105","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","99"
"1125","105","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","484"
"1126","105","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","47887"
"1127","105","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","100744"
"1128","106","2014","ALBANESE","ONTARIO LIBERAL PARTY","15669"
"1129","106","2014","COMPTON","FREEDOM                        ","249"
"1130","106","2014","FERREIRA","NEW DEMOCRATIC PARTY OF ONTARIO","12200"
"1131","106","2014","FFRENCH","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","3687"
"1132","106","2014","HIGGINS","THE GREEN PARTY OF ONTARIO","797"
"1133","106","2014","ISSA","INDEPENDENT","146"
"1134","106","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","216"
"1135","106","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","89"
"1136","106","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","99"
"1137","106","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","33152"
"1138","106","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","71860"
"1139","107","2014","BAPTISTE","FREEDOM                        ","267"
"1140","107","2014","JARRETT","THE GREEN PARTY OF ONTARIO","418"
"1141","107","2014","NATION","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","2794"
"1142","107","2014","RAKOCEVIC","NEW DEMOCRATIC PARTY OF ONTARIO","9997"
"1143","107","2014","SCHWAUSS","INDEPENDENT","111"
"1144","107","2014","SERGIO","ONTARIO LIBERAL PARTY","11907"
"1145","107","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","168"
"1146","107","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","69"
"1147","107","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","60"
"1148","107","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","25791"
"1149","107","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","61054"
